origin,destination,num
Cameroon,Bulgaria,16.0
Cameroon,Canada,9868.0
Cameroon,Chad,36938.0
Cameroon,Chile,5.0
Cameroon,Congo,11300.0
Cameroon,Costa Rica,9.0
Cameroon,Cyprus,64.0
Cameroon,Czech Republic,95.0
Cameroon,Denmark,712.0
Cameroon,Dominican Republic,23.0
Cameroon,Ecuador,45.0
Cameroon,Egypt,141.0
Cameroon,Equatorial Guinea,798.0
Cameroon,Estonia,2.0
Cameroon,Finland,906.0
Cameroon,France,81278.0
Cameroon,Gabon,32792.0
Cameroon,Germany,19897.0
Cameroon,Ghana,113.0
Cameroon,Greece,462.0
Cameroon,Hungary,250.0
Cameroon,Iceland,6.0
Cameroon,Ireland,346.0
Cameroon,Italy,11457.0
Cameroon,Latvia,1.0
Cameroon,Luxembourg,61.0
Cameroon,Mali,4405.0
Cameroon,Mauritania,392.0
Cameroon,Mexico,47.0
Cameroon,Namibia,108.0
Cameroon,Netherlands,1923.0
Cameroon,Niger,417.0
Cameroon,Nigeria,26893.0
Cameroon,Norway,686.0
Cameroon,Poland,37.0
Cameroon,Portugal,71.0
Cameroon,Romania,58.0
Cameroon,Russian Federation,334.0
Cameroon,Senegal,979.0
Cameroon,Slovenia,20.0
Cameroon,South Africa,2709.0
Cameroon,Spain,5178.0
Cameroon,Sweden,1410.0
Cameroon,Switzerland,7256.0
Cameroon,Togo,697.0
Cameroon,Tunisia,718.0
Cameroon,United Kingdom of Great Britain and Northern Ireland,11009.0
Cameroon,United States of America,41242.0
Cameroon,Zambia,892.0
Canada,Albania,1004.0
Canada,Anguilla,126.0
Canada,Antigua and Barbuda,434.0
Canada,Argentina,530.0
Canada,Australia,54034.0
Canada,Austria,2547.0
Canada,Bahamas,1567.0
Canada,Barbados,689.0
Canada,Belarus,155.0
Canada,Belgium,3143.0
Canada,Belize,818.0
Canada,Bermuda,2302.0
Canada,Bhutan,37.0
Canada,Bolivia (Plurinational State of),1380.0
Canada,"Bonaire, Sint Eustatius and Saba",87.0
Canada,Botswana,417.0
Canada,Brazil,1894.0
Canada,British Virgin Islands,234.0
Canada,Bulgaria,474.0
Canada,Cambodia,42.0
Canada,Cameroon,137.0
Canada,Cayman Islands,1315.0
Canada,Central African Republic,186.0
Canada,Chile,1847.0
Canada,China,8629.0
Canada,"China, Hong Kong Special Administrative Region",14660.0
Canada,Colombia,985.0
Canada,Costa Rica,1443.0
Canada,Croatia,1004.0
Canada,Cuba,57.0
Canada,Curacao,90.0
Canada,Cyprus,1676.0
Canada,Czech Republic,811.0
Canada,Democratic People's Republic of Korea,331.0
Canada,Denmark,3803.0
Canada,Dominica,184.0
Canada,Dominican Republic,1216.0
Canada,Ecuador,2341.0
Canada,Egypt,707.0
Canada,El Salvador,245.0
Canada,Estonia,106.0
Canada,Faeroe Islands,13.0
Canada,Finland,1989.0
Canada,France,25738.0
Canada,French Polynesia,128.0
Canada,Gabon,189.0
Canada,Germany,19695.0
Canada,Ghana,273.0
Canada,Greece,12611.0
Canada,Greenland,15.0
Canada,Grenada,227.0
Canada,Guadeloupe,496.0
Canada,Guatemala,397.0
Canada,Guinea,1163.0
Canada,Guinea-Bissau,57.0
Canada,Guyana,400.0
Canada,Haiti,1302.0
Canada,Honduras,256.0
Canada,Hungary,2346.0
Canada,Iceland,285.0
Canada,India,1642.0
Canada,Indonesia,2086.0
Canada,Ireland,5323.0
Canada,Isle of Man,206.0
Canada,Israel,8132.0
Canada,Italy,25540.0
Canada,Jamaica,1313.0
Canada,Japan,9072.0
Canada,Jordan,344.0
Canada,Latvia,124.0
Canada,Liberia,35.0
Canada,Libya,2850.0
Canada,Lithuania,31.0
Canada,Luxembourg,238.0
Canada,Maldives,98.0
Canada,Malta,2053.0
Canada,Mauritania,50.0
Canada,Mauritius,36.0
Canada,Mexico,14121.0
Canada,Mongolia,133.0
Canada,Montenegro,69.0
Canada,Montserrat,37.0
Canada,Namibia,172.0
Canada,Netherlands,9776.0
Canada,New Zealand,9950.0
Canada,Nicaragua,252.0
Canada,Norway,3032.0
Canada,Panama,1808.0
Canada,Papua New Guinea,235.0
Canada,Paraguay,2281.0
Canada,Peru,1223.0
Canada,Philippines,5565.0
Canada,Poland,2951.0
Canada,Portugal,7044.0
Canada,Puerto Rico,119.0
Canada,Republic of Korea,14153.0
Canada,Russian Federation,558.0
Canada,Saint Lucia,256.0
Canada,Saint Pierre and Miquelon,181.0
Canada,Saint Vincent and the Grenadines,163.0
Canada,Samoa,11.0
Canada,Serbia,612.0
Canada,Sierra Leone,33.0
Canada,Singapore,4700.0
Canada,Sint Maarten (Dutch part),38.0
Canada,Slovakia,440.0
Canada,Slovenia,418.0
Canada,South Africa,6114.0
Canada,Spain,6414.0
Canada,Sri Lanka,245.0
Canada,Swaziland,19.0
Canada,Sweden,3611.0
Canada,Switzerland,12369.0
Canada,Tajikistan,51.0
Canada,Thailand,606.0
Canada,Togo,48.0
Canada,Trinidad and Tobago,1777.0
Canada,Turkey,1431.0
Canada,Turks and Caicos Islands,462.0
Canada,Uganda,275.0
Canada,United Kingdom of Great Britain and Northern Ireland,86415.0
Canada,United Republic of Tanzania,294.0
Canada,United States of America,842175.0
Canada,Uruguay,284.0
Canada,Venezuela (Bolivarian Republic of),1136.0
Canada,Viet Nam,1454.0
Canada,Zambia,225.0
Cayman Islands,Australia,95.0
Cayman Islands,Bahamas,23.0
Cayman Islands,Bulgaria,3.0
Cayman Islands,Canada,429.0
Cayman Islands,Chile,2.0
Cayman Islands,Costa Rica,8.0
Cayman Islands,Honduras,66.0
Cayman Islands,Ireland,25.0
Cayman Islands,Saint Lucia,4.0
Cayman Islands,United Kingdom of Great Britain and Northern Ireland,914.0
Central African Republic,Austria,29.0
Central African Republic,Belgium,136.0
Central African Republic,Bolivia (Plurinational State of),65.0
Central African Republic,Brazil,13.0
Central African Republic,Cameroon,201957.0
Central African Republic,Canada,397.0
Central African Republic,Chad,93259.0
Central African Republic,Chile,5.0
Central African Republic,Congo,32696.0
Central African Republic,Costa Rica,5.0
Central African Republic,Cyprus,17.0
Central African Republic,Democratic Republic of the Congo,73094.0
Central African Republic,Denmark,10.0
Central African Republic,Dominican Republic,135.0
Central African Republic,Egypt,65.0
Central African Republic,Estonia,1.0
Central African Republic,Finland,3.0
Central African Republic,France,16719.0
Central African Republic,Greece,393.0
Central African Republic,Hungary,8.0
Central African Republic,Ireland,8.0
Central African Republic,Italy,238.0
Central African Republic,Mali,2104.0
Central African Republic,Netherlands,56.0
Central African Republic,Russian Federation,91.0
Central African Republic,Slovenia,36.0
Central African Republic,South Africa,121.0
Central African Republic,South Sudan,4574.0
Central African Republic,Spain,162.0
Central African Republic,Sudan,13489.0
Central African Republic,Sweden,109.0
Central African Republic,Switzerland,204.0
Central African Republic,Togo,375.0
Central African Republic,United Kingdom of Great Britain and Northern Ireland,171.0
Chad,Angola,36.0
Chad,Australia,32.0
Chad,Austria,12.0
Chad,Bahrain,430.0
Chad,Belgium,287.0
Chad,Benin,699.0
Chad,Bulgaria,5.0
Chad,Cameroon,54160.0
Chad,Canada,853.0
Chad,Central African Republic,10029.0
Chad,Chile,18.0
Chad,Congo,10565.0
Chad,Czech Republic,7.0
Chad,Denmark,16.0
Chad,Dominican Republic,3.0
Chad,Egypt,371.0
Chad,Finland,10.0
Chad,France,7418.0
Chad,Gabon,2929.0
Chad,Germany,317.0
Chad,Ghana,15.0
Chad,Greece,19.0
Chad,Hungary,3.0
Chad,Ireland,10.0
Chad,Italy,563.0
Chad,Jordan,28.0
Chad,Kuwait,1305.0
Chad,Libya,860.0
Chad,Mauritania,51.0
Chad,Netherlands,85.0
Chad,Niger,756.0
Chad,Nigeria,29175.0
Chad,Norway,23.0
Chad,Qatar,512.0
Chad,Russian Federation,152.0
Chad,Slovakia,141.0
Chad,South Sudan,5184.0
Chad,Spain,122.0
Chad,Sudan,74514.0
Chad,Sweden,66.0
Chad,Switzerland,305.0
Chad,Togo,713.0
Chad,United Arab Emirates,4967.0
Chad,United Kingdom of Great Britain and Northern Ireland,371.0
Channel Islands,Cayman Islands,14.0
Channel Islands,Costa Rica,114.0
Channel Islands,Greece,2.0
Channel Islands,Isle of Man,263.0
Channel Islands,United Kingdom of Great Britain and Northern Ireland,19942.0
Chile,Andorra,201.0
Chile,Argentina,213119.0
Chile,Australia,30963.0
Chile,Austria,1258.0
Chile,Bahamas,35.0
Chile,Belgium,1180.0
Chile,Bolivia (Plurinational State of),4730.0
Chile,Brazil,18422.0
Chile,Bulgaria,24.0
Chile,Canada,29090.0
Chile,Colombia,2024.0
Chile,Costa Rica,1782.0
Chile,Croatia,126.0
Chile,Cuba,166.0
Chile,Cyprus,53.0
Chile,Czech Republic,117.0
Chile,Denmark,1612.0
Chile,Dominican Republic,633.0
Chile,Ecuador,11341.0
Chile,Egypt,31.0
Chile,El Salvador,229.0
Chile,Estonia,7.0
Chile,Falkland Islands (Malvinas),198.0
Chile,Finland,552.0
Chile,France,14402.0
Chile,Germany,15942.0
Chile,Greece,367.0
Chile,Guatemala,301.0
Chile,Haiti,690.0
Chile,Honduras,227.0
Chile,Hungary,140.0
Chile,Iceland,71.0
Chile,Ireland,142.0
Chile,Israel,3386.0
Chile,Italy,12427.0
Chile,Latvia,4.0
Chile,Luxembourg,59.0
Chile,Mexico,7202.0
Chile,Namibia,29.0
Chile,Netherlands,3328.0
Chile,New Zealand,2503.0
Chile,Nicaragua,126.0
Chile,Norway,6631.0
Chile,Panama,1813.0
Chile,Paraguay,2109.0
Chile,Peru,7182.0
Chile,Philippines,93.0
Chile,Poland,60.0
Chile,Portugal,188.0
Chile,Puerto Rico,789.0
Chile,Romania,25.0
Chile,Russian Federation,107.0
Chile,Slovakia,28.0
Chile,Slovenia,28.0
Chile,South Africa,609.0
Chile,Spain,54640.0
Chile,Sweden,28853.0
Chile,Switzerland,7751.0
Chile,Turkey,43.0
Chile,United Kingdom of Great Britain and Northern Ireland,7673.0
Chile,United States of America,97901.0
Chile,Uruguay,1384.0
Chile,Venezuela (Bolivarian Republic of),15263.0
China,American Samoa,591.0
China,Antigua and Barbuda,134.0
China,Argentina,14397.0
China,Aruba,1127.0
China,Australia,451084.0
China,Austria,17713.0
China,Bahamas,172.0
China,Bangladesh,177772.0
China,Barbados,43.0
China,Belgium,12245.0
China,Belize,1930.0
China,Bermuda,350.0
China,Bhutan,906.0
China,Bolivia (Plurinational State of),1127.0
China,"Bonaire, Sint Eustatius and Saba",17.0
China,Botswana,4230.0
China,Brazil,23156.0
China,Brunei Darussalam,2055.0
China,Bulgaria,977.0
China,Cabo Verde,23.0
China,Cambodia,1518.0
China,Canada,711220.0
China,Chile,9439.0
China,"China, Hong Kong Special Administrative Region",2307783.0
China,"China, Macao Special Administrative Region",281611.0
China,Colombia,2037.0
China,Congo,924.0
China,Costa Rica,299.0
China,Croatia,446.0
China,Cuba,277.0
China,Curacao,489.0
China,Cyprus,1783.0
China,Czech Republic,4788.0
China,Democratic People's Republic of Korea,28594.0
China,Denmark,11662.0
China,Dominica,38.0
China,Dominican Republic,1484.0
China,Ecuador,2928.0
China,Egypt,856.0
China,El Salvador,259.0
China,Eritrea,135.0
China,Estonia,187.0
China,Faeroe Islands,32.0
China,Fiji,925.0
China,Finland,11550.0
China,France,110045.0
China,French Guiana,1246.0
China,French Polynesia,615.0
China,Gabon,224.0
China,Georgia,228.0
China,Germany,102365.0
China,Ghana,224.0
China,Greece,3396.0
China,Greenland,11.0
China,Guam,2152.0
China,Guatemala,657.0
China,Guinea,522.0
China,Guyana,1149.0
China,Haiti,721.0
China,Honduras,437.0
China,Hungary,11449.0
China,Iceland,564.0
China,India,7107.0
China,Indonesia,70319.0
China,Ireland,12683.0
China,Israel,600.0
China,Italy,200434.0
China,Japan,652413.0
China,Jordan,9777.0
China,Kazakhstan,2162.0
China,Kyrgyzstan,271.0
China,Lao People's Democratic Republic,3114.0
China,Latvia,192.0
China,Lebanon,2428.0
China,Lesotho,121.0
China,Libya,3074.0
China,Liechtenstein,77.0
China,Lithuania,51.0
China,Luxembourg,1056.0
China,Madagascar,1979.0
China,Malaysia,10368.0
China,Mali,584.0
China,Malta,417.0
China,Marshall Islands,318.0
China,Martinique,156.0
China,Mauritania,158.0
China,Mauritius,2951.0
China,Mexico,9945.0
China,Mongolia,9373.0
China,Myanmar,33656.0
China,Namibia,2847.0
China,Nauru,368.0
China,Nepal,20308.0
China,Netherlands,62708.0
China,New Caledonia,119.0
China,New Zealand,92602.0
China,Nicaragua,139.0
China,Northern Mariana Islands,2592.0
China,Norway,11203.0
China,Pakistan,334.0
China,Palau,514.0
China,Panama,18665.0
China,Papua New Guinea,88.0
China,Paraguay,780.0
China,Peru,4086.0
China,Philippines,35952.0
China,Poland,1177.0
China,Portugal,10128.0
China,Puerto Rico,1088.0
China,Republic of Korea,750639.0
China,Romania,3522.0
China,Russian Federation,56171.0
China,Saint Lucia,49.0
China,Samoa,59.0
China,Serbia,1763.0
China,Seychelles,512.0
China,Sierra Leone,257.0
China,Singapore,448566.0
China,Sint Maarten (Dutch part),174.0
China,Slovakia,1038.0
China,Slovenia,908.0
China,Solomon Islands,197.0
China,South Africa,25180.0
China,Spain,152904.0
China,Sri Lanka,2401.0
China,Sudan,1111.0
China,Suriname,5338.0
China,Sweden,30743.0
China,Switzerland,18405.0
China,Tajikistan,49.0
China,Thailand,100320.0
China,Timor-Leste,1123.0
China,Togo,517.0
China,Tonga,177.0
China,Trinidad and Tobago,866.0
China,Turkey,1764.0
China,Uganda,423.0
China,Ukraine,6560.0
China,United Kingdom of Great Britain and Northern Ireland,182628.0
China,United States of America,2103551.0
China,Venezuela (Bolivarian Republic of),13865.0
China,Viet Nam,3005.0
China,Zambia,2480.0
"China, Hong Kong Special Administrative Region",Argentina,4.0
"China, Hong Kong Special Administrative Region",Australia,95557.0
"China, Hong Kong Special Administrative Region",Austria,281.0
"China, Hong Kong Special Administrative Region",Bahamas,26.0
"China, Hong Kong Special Administrative Region",Belize,71.0
"China, Hong Kong Special Administrative Region",Bolivia (Plurinational State of),2.0
"China, Hong Kong Special Administrative Region","Bonaire, Sint Eustatius and Saba",17.0
"China, Hong Kong Special Administrative Region",Brunei Darussalam,515.0
"China, Hong Kong Special Administrative Region",Cambodia,116.0
"China, Hong Kong Special Administrative Region",Canada,227744.0
"China, Hong Kong Special Administrative Region",Chile,53.0
"China, Hong Kong Special Administrative Region",China,270252.0
"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",22111.0
"China, Hong Kong Special Administrative Region",Colombia,35.0
"China, Hong Kong Special Administrative Region",Costa Rica,3365.0
"China, Hong Kong Special Administrative Region",Curacao,111.0
"China, Hong Kong Special Administrative Region",Democratic People's Republic of Korea,164.0
"China, Hong Kong Special Administrative Region",Denmark,527.0
"China, Hong Kong Special Administrative Region",Ecuador,97.0
"China, Hong Kong Special Administrative Region",El Salvador,8.0
"China, Hong Kong Special Administrative Region",Estonia,1.0
"China, Hong Kong Special Administrative Region",France,516.0
"China, Hong Kong Special Administrative Region",Ireland,1887.0
"China, Hong Kong Special Administrative Region",Jordan,41.0
"China, Hong Kong Special Administrative Region",Mauritius,23.0
"China, Hong Kong Special Administrative Region",Micronesia (Federated States of),21.0
"China, Hong Kong Special Administrative Region",New Zealand,7334.0
"China, Hong Kong Special Administrative Region",Norway,1018.0
"China, Hong Kong Special Administrative Region",Panama,281.0
"China, Hong Kong Special Administrative Region",Philippines,256.0
"China, Hong Kong Special Administrative Region",Portugal,128.0
"China, Hong Kong Special Administrative Region",Russian Federation,60.0
"China, Hong Kong Special Administrative Region",Singapore,61969.0
"China, Hong Kong Special Administrative Region",South Africa,1734.0
"China, Hong Kong Special Administrative Region",Sweden,601.0
"China, Hong Kong Special Administrative Region",Turkey,56.0
"China, Hong Kong Special Administrative Region",United Kingdom of Great Britain and Northern Ireland,119990.0
"China, Hong Kong Special Administrative Region",United States of America,223719.0
"China, Hong Kong Special Administrative Region",Venezuela (Bolivarian Republic of),573.0
"China, Macao Special Administrative Region",Australia,2943.0
"China, Macao Special Administrative Region",Austria,17.0
"China, Macao Special Administrative Region",Canada,6156.0
"China, Macao Special Administrative Region",Chile,8.0
"China, Macao Special Administrative Region",China,24399.0
"China, Macao Special Administrative Region","China, Hong Kong Special Administrative Region",71305.0
"China, Macao Special Administrative Region",Costa Rica,1.0
"China, Macao Special Administrative Region",France,17.0
"China, Macao Special Administrative Region",Norway,86.0
"China, Macao Special Administrative Region",Portugal,1932.0
"China, Macao Special Administrative Region",Singapore,22199.0
"China, Macao Special Administrative Region",United States of America,11332.0
Colombia,Argentina,8640.0
Colombia,Aruba,9762.0
Colombia,Australia,15497.0
Colombia,Austria,1570.0
Colombia,Bahamas,193.0
Colombia,Belgium,1973.0
Colombia,Bolivia (Plurinational State of),2964.0
Colombia,"Bonaire, Sint Eustatius and Saba",588.0
Colombia,Brazil,8179.0
Colombia,Bulgaria,33.0
Colombia,Canada,70497.0
Colombia,Cayman Islands,380.0
Colombia,Chile,23471.0
Colombia,Costa Rica,21787.0
Colombia,Croatia,45.0
Colombia,Cuba,149.0
Colombia,Curacao,4797.0
Colombia,Cyprus,140.0
Colombia,Czech Republic,237.0
Colombia,Denmark,3270.0
Colombia,Dominican Republic,3606.0
Colombia,Ecuador,194733.0
Colombia,Egypt,65.0
Colombia,El Salvador,577.0
Colombia,Estonia,12.0
Colombia,Faeroe Islands,29.0
Colombia,Finland,1258.0
Colombia,France,27231.0
Colombia,Germany,22116.0
Colombia,Greece,399.0
Colombia,Guatemala,1156.0
Colombia,Haiti,1715.0
Colombia,Honduras,636.0
Colombia,Hungary,220.0
Colombia,Iceland,191.0
Colombia,Israel,2762.0
Colombia,Italy,39532.0
Colombia,Jordan,27.0
Colombia,Latvia,8.0
Colombia,Liechtenstein,36.0
Colombia,Luxembourg,25.0
Colombia,Mexico,20135.0
Colombia,Netherlands,14375.0
Colombia,New Zealand,1197.0
Colombia,Nicaragua,447.0
Colombia,Norway,5693.0
Colombia,Panama,55251.0
Colombia,Peru,5937.0
Colombia,Philippines,125.0
Colombia,Poland,123.0
Colombia,Portugal,624.0
Colombia,Puerto Rico,3788.0
Colombia,Russian Federation,206.0
Colombia,Sint Maarten (Dutch part),208.0
Colombia,Slovakia,54.0
Colombia,Slovenia,38.0
Colombia,South Africa,539.0
Colombia,Spain,346936.0
Colombia,Sweden,11973.0
Colombia,Switzerland,11949.0
Colombia,Turkey,46.0
Colombia,United Kingdom of Great Britain and Northern Ireland,27691.0
Colombia,United States of America,687696.0
Colombia,Venezuela (Bolivarian Republic of),973315.0
Comoros,Canada,207.0
Comoros,Chile,2.0
Comoros,Denmark,13.0
Comoros,Egypt,1013.0
Comoros,Eritrea,192.0
Comoros,Finland,4.0
Comoros,France,36634.0
Comoros,Greece,73.0
Comoros,Italy,37.0
Comoros,Libya,4295.0
Comoros,Madagascar,10953.0
Comoros,Mayotte,59811.0
Comoros,R¨¦union,2215.0
Comoros,Russian Federation,88.0
Comoros,South Africa,199.0
Comoros,Switzerland,30.0
Comoros,United Kingdom of Great Britain and Northern Ireland,154.0
Comoros,United Republic of Tanzania,596.0
Congo,Angola,1203.0
Congo,Argentina,42.0
Congo,Australia,1403.0
Congo,Austria,457.0
Congo,Belgium,843.0
Congo,Benin,1910.0
Congo,Bolivia (Plurinational State of),7.0
Congo,Brazil,95.0
Congo,Bulgaria,13.0
Congo,Cameroon,2270.0
Congo,Canada,1997.0
Congo,Chad,852.0
Congo,Chile,13.0
Congo,Costa Rica,8.0
Congo,Czech Republic,61.0
Congo,Democratic Republic of the Congo,6545.0
Congo,Denmark,756.0
Congo,Egypt,83.0
Congo,Estonia,4.0
Congo,Finland,155.0
Congo,France,69474.0
Congo,Gabon,10564.0
Congo,Germany,4204.0
Congo,Greece,1414.0
Congo,Hungary,82.0
Congo,Ireland,2519.0
Congo,Italy,3385.0
Congo,Libya,402.0
Congo,Malawi,1395.0
Congo,Mali,29972.0
Congo,Morocco,1913.0
Congo,Namibia,1024.0
Congo,Netherlands,996.0
Congo,Norway,2168.0
Congo,Philippines,529.0
Congo,Poland,106.0
Congo,Portugal,459.0
Congo,Russian Federation,580.0
Congo,Slovakia,22.0
Congo,South Africa,21955.0
Congo,Spain,2105.0
Congo,Swaziland,72.0
Congo,Sweden,816.0
Congo,Switzerland,1231.0
Congo,Togo,257.0
Congo,United Kingdom of Great Britain and Northern Ireland,9561.0
Congo,United Republic of Tanzania,25017.0
Congo,Zambia,9562.0
Cook Islands,Australia,7986.0
Cook Islands,Chile,2.0
Cook Islands,Dominican Republic,8.0
Cook Islands,Fiji,33.0
Cook Islands,France,3.0
Cook Islands,New Zealand,13460.0
Cook Islands,Samoa,13.0
Costa Rica,Argentina,123.0
Costa Rica,Australia,527.0
Costa Rica,Austria,179.0
Costa Rica,Bahamas,54.0
Costa Rica,Belgium,143.0
Costa Rica,Bolivia (Plurinational State of),146.0
Costa Rica,Brazil,461.0
Costa Rica,Bulgaria,7.0
Costa Rica,Canada,5039.0
Costa Rica,Cayman Islands,118.0
Costa Rica,Chile,467.0
Costa Rica,Colombia,1056.0
Costa Rica,Cyprus,5.0
Costa Rica,Czech Republic,51.0
Costa Rica,Denmark,174.0
Costa Rica,Dominican Republic,307.0
Costa Rica,Ecuador,938.0
Costa Rica,El Salvador,876.0
Costa Rica,Estonia,2.0
Costa Rica,Finland,77.0
Costa Rica,France,753.0
Costa Rica,Germany,1891.0
Costa Rica,Greece,38.0
Costa Rica,Guatemala,1162.0
Costa Rica,Haiti,568.0
Costa Rica,Honduras,631.0
Costa Rica,Hungary,43.0
Costa Rica,Iceland,7.0
Costa Rica,Ireland,11.0
Costa Rica,Italy,1508.0
Costa Rica,Jamaica,99.0
Costa Rica,Mexico,2468.0
Costa Rica,Netherlands,738.0
Costa Rica,Nicaragua,10772.0
Costa Rica,Norway,278.0
Costa Rica,Panama,7760.0
Costa Rica,Peru,337.0
Costa Rica,Philippines,39.0
Costa Rica,Poland,36.0
Costa Rica,Puerto Rico,685.0
Costa Rica,Russian Federation,32.0
Costa Rica,Spain,3339.0
Costa Rica,Sweden,424.0
Costa Rica,Switzerland,935.0
Costa Rica,Turkey,53.0
Costa Rica,United Kingdom of Great Britain and Northern Ireland,777.0
Costa Rica,United States of America,85924.0
Costa Rica,Venezuela (Bolivarian Republic of),1127.0
Cote d'Ivoire,Angola,46.0
Cote d'Ivoire,Argentina,1.0
Cote d'Ivoire,Australia,601.0
Cote d'Ivoire,Austria,213.0
Cote d'Ivoire,Belgium,3102.0
Cote d'Ivoire,Benin,13742.0
Cote d'Ivoire,Bolivia (Plurinational State of),3.0
Cote d'Ivoire,Brazil,396.0
Cote d'Ivoire,Bulgaria,7.0
Cote d'Ivoire,Burkina Faso,540779.0
Cote d'Ivoire,Cabo Verde,7.0
Cote d'Ivoire,Canada,6927.0
Cote d'Ivoire,Chile,8.0
Cote d'Ivoire,Costa Rica,3.0
Cote d'Ivoire,Czech Republic,83.0
Cote d'Ivoire,Denmark,447.0
Cote d'Ivoire,Egypt,256.0
Cote d'Ivoire,Estonia,1.0
Cote d'Ivoire,Finland,160.0
Cote d'Ivoire,France,89937.0
Cote d'Ivoire,Gabon,2197.0
Cote d'Ivoire,Germany,4036.0
Cote d'Ivoire,Ghana,30359.0
Cote d'Ivoire,Greece,115.0
Cote d'Ivoire,Guinea,13608.0
Cote d'Ivoire,Hungary,27.0
Cote d'Ivoire,Iceland,1.0
Cote d'Ivoire,Ireland,133.0
Cote d'Ivoire,Italy,25555.0
Cote d'Ivoire,Latvia,1.0
Cote d'Ivoire,Liberia,40985.0
Cote d'Ivoire,Libya,596.0
Cote d'Ivoire,Mali,20144.0
Cote d'Ivoire,Mauritania,462.0
Cote d'Ivoire,Mexico,34.0
Cote d'Ivoire,Namibia,27.0
Cote d'Ivoire,Netherlands,1268.0
Cote d'Ivoire,Niger,1419.0
Cote d'Ivoire,Norway,327.0
Cote d'Ivoire,Portugal,126.0
Cote d'Ivoire,Russian Federation,110.0
Cote d'Ivoire,Senegal,2715.0
Cote d'Ivoire,Sierra Leone,66.0
Cote d'Ivoire,South Africa,1229.0
Cote d'Ivoire,Spain,2958.0
Cote d'Ivoire,Sweden,949.0
Cote d'Ivoire,Switzerland,3019.0
Cote d'Ivoire,Thailand,15.0
Cote d'Ivoire,Togo,5746.0
Cote d'Ivoire,Tunisia,648.0
Cote d'Ivoire,United Kingdom of Great Britain and Northern Ireland,8535.0
Cote d'Ivoire,United States of America,25976.0
Croatia,Argentina,986.0
Croatia,Australia,69890.0
Croatia,Austria,40006.0
Croatia,Belgium,1216.0
Croatia,Bolivia (Plurinational State of),38.0
Croatia,Bosnia and Herzegovina,11528.0
Croatia,Brazil,683.0
Croatia,Bulgaria,92.0
Croatia,Canada,44376.0
Croatia,Chile,381.0
Croatia,Colombia,57.0
Croatia,Costa Rica,25.0
Croatia,Cyprus,93.0
Croatia,Czech Republic,1579.0
Croatia,Denmark,818.0
Croatia,Ecuador,81.0
Croatia,Egypt,115.0
Croatia,Estonia,12.0
Croatia,Faeroe Islands,20.0
Croatia,Finland,257.0
Croatia,France,10097.0
Croatia,Germany,209477.0
Croatia,Greece,429.0
Croatia,Hungary,2061.0
Croatia,Iceland,164.0
Croatia,Ireland,506.0
Croatia,Italy,24709.0
Croatia,Jordan,28.0
Croatia,Latvia,5.0
Croatia,Liechtenstein,126.0
Croatia,Luxembourg,415.0
Croatia,Malta,85.0
Croatia,Mexico,50.0
Croatia,Montenegro,16344.0
Croatia,Netherlands,267.0
Croatia,New Zealand,1795.0
Croatia,Norway,3409.0
Croatia,Panama,102.0
Croatia,Peru,91.0
Croatia,Poland,786.0
Croatia,Portugal,79.0
Croatia,Russian Federation,321.0
Croatia,Serbia,283247.0
Croatia,Slovakia,805.0
Croatia,Slovenia,49719.0
Croatia,South Africa,1020.0
Croatia,Spain,1684.0
Croatia,Sweden,7615.0
Croatia,Switzerland,21766.0
Croatia,The former Yugoslav Republic of Macedonia,1433.0
Croatia,Turkey,222.0
Croatia,United Kingdom of Great Britain and Northern Ireland,9029.0
Croatia,United States of America,44598.0
Croatia,Venezuela (Bolivarian Republic of),410.0
Cuba,Antigua and Barbuda,20.0
Cuba,Argentina,1106.0
Cuba,Australia,897.0
Cuba,Austria,879.0
Cuba,Bahamas,401.0
Cuba,Barbados,58.0
Cuba,Belarus,44.0
Cuba,Belgium,708.0
Cuba,Bermuda,30.0
Cuba,Bolivia (Plurinational State of),1770.0
Cuba,"Bonaire, Sint Eustatius and Saba",45.0
Cuba,Brazil,2479.0
Cuba,Bulgaria,270.0
Cuba,Cabo Verde,85.0
Cuba,Canada,15128.0
Cuba,Cayman Islands,686.0
Cuba,Chile,3049.0
Cuba,Colombia,1820.0
Cuba,Congo,536.0
Cuba,Costa Rica,5897.0
Cuba,Curacao,233.0
Cuba,Cyprus,39.0
Cuba,Czech Republic,423.0
Cuba,Denmark,484.0
Cuba,Dominica,12.0
Cuba,Dominican Republic,3841.0
Cuba,Ecuador,2994.0
Cuba,El Salvador,128.0
Cuba,Estonia,18.0
Cuba,Finland,552.0
Cuba,France,4780.0
Cuba,Germany,14528.0
Cuba,Greece,352.0
Cuba,Guatemala,660.0
Cuba,Guinea,234.0
Cuba,Haiti,2492.0
Cuba,Honduras,449.0
Cuba,Hungary,565.0
Cuba,Iceland,48.0
Cuba,Ireland,83.0
Cuba,Italy,33469.0
Cuba,Jamaica,1791.0
Cuba,Latvia,47.0
Cuba,Luxembourg,22.0
Cuba,Mexico,17653.0
Cuba,Namibia,623.0
Cuba,Netherlands,1313.0
Cuba,Nicaragua,941.0
Cuba,Norway,966.0
Cuba,Panama,2825.0
Cuba,Peru,905.0
Cuba,Poland,225.0
Cuba,Portugal,1570.0
